IPERE,Menage,M_AUTO,M_PERS,M_DOMSM,M_revenu,M_dist_train,M_dist_metro,M_dist_centre,M_emploiTC,P_RANG,P_SEXE,P_AGE,P_GRAGE,P_STATUT,P_PERMIS,D_HREDE,D_MOTIF
7996,1004763,2,4,544,7,1.2220648650000001,22.78691446,24.26045694,4005,4,2,43,9,1,1,730,1
8002,1004765,1,1,111,3,4.035844793,1.075629022,4.035844793,698895,1,1,44,9,1,1,845,1
8027,1004774,0,5,105,1,3.531149297,0.7127123085,5.568881627,745900,5,2,10,3,3,5,620,4
8033,1004781,1,1,302,1,5.0797742779999995,3.490916111,9.087793298000001,80775,1,1,45,10,1,1,600,1
8060,1004799,3,3,643,6,1.677546577,17.51906795,33.73165299,3065,1,2,24,5,3,1,640,4
8066,1004808,1,1,118,3,9.077893423999999,7.413120059,16.58704862,147155,1,1,62,13,1,1,400,1
8110,1004823,1,4,116,5,10.74413173,4.259143382,14.583489960000001,111495,3,1,18,4,3,1,700,4
8133,1004830,2,5,624,8,19.23320271,28.67678951,38.70944519,7235,5,2,6,2,3,5,740,4
8130,1004830,2,5,624,8,19.23320271,28.67678951,38.70944519,7235,3,1,17,4,3,2,700,4
8145,1004840,1,2,131,3,2.393593753,12.969992190000001,23.613612720000003,50905,2,1,62,13,1,1,800,1
8147,1004845,0,2,128,7,5.091610461999999,3.4061090559999996,10.11926284,257925,1,2,55,12,1,2,815,1
8236,1004906,3,4,622,4,16.74219396,20.58506651,30.617722190000002,11055,2,1,50,11,1,1,500,1
8254,1004913,2,4,651,2,12.62985868,41.4286011,57.64118615,395,2,1,38,8,1,1,730,1
8302,1004934,1,2,107,7,2.294549494,0.7445342305,7.567046801,813665,1,2,52,11,1,1,830,1
8358,1004959,1,4,107,4,3.015059323,0.3904180033,7.7443231699999995,756640,2,2,36,8,1,1,800,1
8380,1004969,2,3,406,7,0.6188944606,0.5591985511,14.56141597,617210,3,1,40,9,1,1,730,1
8488,1005073,1,3,403,3,7.539633856,5.896471816999999,20.7894552,80420,1,2,38,8,1,2,630,1
8491,1005073,1,3,403,3,7.539633856,5.896471816999999,20.7894552,80420,2,1,38,8,1,1,630,1
8496,1005080,4,5,131,3,1.9420975189999998,13.36617057,23.80902188,50905,1,1,52,11,1,1,830,1
8531,1005095,2,3,521,4,11.58730265,20.906629679999998,26.1373364,6750,3,2,7,2,3,5,900,4
8579,1005116,1,3,110,4,6.761625868,1.2909222500000002,6.761625868,623530,3,2,37,8,1,2,1315,1
8572,1005116,1,3,110,4,6.761625868,1.2909222500000002,6.761625868,623530,1,1,46,10,1,1,800,1
8669,1005171,2,2,681,2,33.60960582,63.65517856,79.86776361,0,1,2,58,12,2,1,715,1
8694,1005188,1,4,121,3,1.813589749,0.4888231032,5.108900979,752195,3,1,13,3,3,5,745,4
8701,1005189,2,3,521,3,10.655904710000002,17.56229595,22.79300267,5895,3,1,13,3,3,5,730,4
8761,1005223,2,5,302,3,4.704031504,8.11949881,13.716376,63575,4,1,7,2,3,5,800,4
8823,1005262,2,3,401,3,3.0284243550000003,14.266360129999999,29.07690697,7705,2,1,43,9,1,1,700,1
8833,1005263,2,5,661,1,7.474618391,41.21159822,57.42418326,820,4,1,9,2,3,5,750,4
8852,1005275,4,4,403,3,4.907153384,4.915820062,18.15697473,179225,2,1,50,11,1,1,700,1
8862,1005281,2,2,136,2,0.5302997465,9.75813699,20.40175752,70065,2,2,33,7,1,1,715,1
8869,1005300,1,6,108,2,4.872935268,3.208161903,13.43029795,366825,1,1,49,10,1,1,1000,1
8902,1005320,2,2,403,4,5.253636096,6.128358296,18.50345744,58120,2,1,26,6,1,1,800,1
8921,1005332,2,3,643,7,5.174909229,23.820200489999998,40.03278553,3065,3,2,45,10,1,1,730,1
9055,1005447,2,6,531,8,13.108508519999999,17.81248562,23.409362809999998,295,4,1,7,2,3,5,715,4
9057,1005447,2,6,531,8,13.108508519999999,17.81248562,23.409362809999998,295,5,1,6,2,3,5,715,4
9085,1005457,2,4,105,2,3.7077275,1.135023605,7.745162785000001,665090,3,2,14,3,3,5,700,4
9108,1005466,2,3,642,4,1.401718346,15.3546317,31.56721674,32680,2,1,20,5,3,2,900,4
9115,1005470,1,3,114,2,13.476813759999999,7.236129979999999,18.73866609,106410,3,1,15,4,3,5,730,4
9123,1005474,2,3,136,7,1.485173233,8.908277686,19.466705989999998,70065,2,2,50,11,1,1,1500,1
9170,1005519,1,4,108,4,1.311905506,1.234654246,10.61703274,603520,3,2,17,4,3,2,1400,4
9191,1005526,3,4,544,5,1.889699692,21.71628282,23.1898253,7845,3,1,15,4,3,5,825,4
9189,1005526,3,4,544,5,1.889699692,21.71628282,23.1898253,7845,2,1,48,10,1,1,500,1
9199,1005530,6,3,301,1,3.015299389,1.681961544,7.036295772000001,406655,3,1,29,6,1,1,2000,1
9300,1005583,1,4,302,3,9.127632977,6.678440182999999,12.27531737,53260,4,1,16,4,3,2,730,4
9298,1005583,1,4,302,3,9.127632977,6.678440182999999,12.27531737,53260,3,1,18,4,3,2,700,4
9318,1005592,2,2,661,3,7.077405314,40.81438514,57.02697019,210,1,1,46,10,1,1,600,1
9360,1005615,2,4,541,7,9.289583729,21.64225364,23.83217153,465,4,1,13,3,3,5,845,4
9393,1005642,1,2,110,4,6.369467625,2.291922674,8.590061557999999,584940,1,1,66,14,2,1,715,1
9423,1005671,0,1,105,1,2.5342019369999997,0.1966598573,6.772283055,618850,1,2,46,10,1,1,640,1
9442,1005680,1,4,106,8,2.5852357919999998,0.9113825228,2.5852357919999998,669655,4,1,11,3,3,5,740,4
9436,1005680,1,4,106,8,2.5852357919999998,0.9113825228,2.5852357919999998,669655,1,1,20,5,3,2,720,4
9446,1005683,2,2,112,5,10.70229593,0.9196398106,10.70229593,557255,2,1,36,8,1,1,700,1
9477,1005712,2,5,511,3,23.33670222,28.24290987,31.94505832,3805,1,2,54,11,1,1,740,1
9489,1005717,2,4,310,4,4.83398939,16.34831925,21.73042831,1315,2,1,30,7,1,1,545,1
9493,1005718,1,1,308,6,7.6535274620000004,11.15591924,13.77208955,13085,1,2,58,12,1,1,730,1
9496,1005719,1,2,643,3,1.516247436,20.16153869,36.37412374,18010,2,2,34,7,1,1,800,1
9514,1005725,3,5,308,1,6.604638974999999,10.107030759999999,12.72320106,223545,1,2,24,5,3,1,800,4
9539,1005745,2,4,544,3,3.5318456379999996,19.79138984,21.26493232,6630,3,1,16,4,3,2,800,4
9570,1005760,0,3,105,1,3.493258157,0.7606574217,7.001725994,758700,3,2,21,5,3,2,800,4
9576,1005769,1,2,301,2,4.2748254779999995,1.491846899,7.088724086,350710,1,2,53,11,1,1,700,1
9592,1005775,4,4,631,5,3.78141209,19.994979469999997,34.80552631,15690,3,2,24,5,1,1,900,1
9659,1005808,2,4,137,6,4.11340228,15.90105196,26.54467249,55985,4,2,17,4,3,1,700,4
9657,1005808,2,4,137,6,4.11340228,15.90105196,26.54467249,55985,3,2,19,4,3,1,700,4
9712,1005828,2,6,118,2,5.73855016,3.921096721,12.75643081,427725,6,2,7,2,3,5,800,4
9706,1005828,2,6,118,2,5.73855016,3.921096721,12.75643081,427725,5,1,15,4,3,5,630,4
9726,1005841,1,1,611,3,27.119176019999998,16.865374640000002,28.45159902,7585,1,2,65,14,1,1,645,1
9742,1005852,1,2,107,1,1.258049171,1.2163781599999999,7.22468278,621300,1,2,56,12,2,1,750,1
9756,1005856,2,5,120,6,0.1843314748,2.014997353,7.602075363,492830,3,2,7,2,3,5,755,4
9794,1005877,1,2,119,4,3.711384637,1.492783749,11.11097214,672065,2,1,63,13,1,1,700,1
9896,1005911,1,1,406,1,0.9720160271,0.9830848228,14.16402747,617210,1,2,47,10,1,1,710,1
9915,1005931,1,1,117,2,7.76518363,3.5997995019999998,12.403354069999999,145465,1,2,57,12,1,1,750,1
9939,1005967,0,1,111,2,6.816229106,0.1643170453,6.816229106,620850,1,2,57,12,1,2,815,1
9949,1005973,1,2,112,2,13.55490234,2.656961849,13.55490234,251340,2,2,5,2,3,5,740,4
9959,1005974,2,4,309,8,11.449908299999999,11.42448931,17.0213665,51665,3,2,50,11,1,1,800,1
9972,1005975,2,5,132,2,4.192928592,12.441527690000001,23.08514822,34745,5,2,18,4,3,2,700,4
9968,1005975,2,5,132,2,4.192928592,12.441527690000001,23.08514822,34745,4,1,26,6,1,1,830,1
9996,1005996,1,3,623,4,23.151414329999998,24.0536553,34.08631098,8450,2,1,55,12,1,1,600,1
10002,1006005,2,3,309,3,11.36075869,10.86573105,16.293848540000003,28930,1,2,66,14,1,1,730,1
10029,1006032,3,3,114,7,14.33472669,8.526070523,20.02860663,74480,1,2,57,12,1,1,730,1
10058,1006043,3,3,651,2,12.98075252,27.21164127,43.42422631,670,1,2,62,13,1,1,400,1
10102,1006066,1,5,121,6,2.6861576719999998,1.521137115,3.9062733450000002,695130,4,2,7,2,3,5,745,4
10113,1006067,2,4,611,5,34.69213824,24.43833685,36.024561229999996,13540,3,1,7,2,3,5,815,4
10130,1006085,2,4,130,7,1.419529949,11.762497020000001,17.29202717,31935,3,2,6,2,3,5,700,4
10134,1006088,1,2,108,2,2.743411474,1.078638108,11.3975012,739490,1,2,27,6,1,1,800,1
10147,1006094,1,3,408,8,10.24459109,8.516137752,18.54879344,68045,3,2,22,5,3,1,730,4
10161,1006100,2,4,406,8,4.157678742,7.676507324999999,20.21177816,44830,4,1,14,3,3,5,800,4
10216,1006125,1,3,128,2,2.736138683,3.2373821859999996,9.872303324,257930,2,2,16,4,3,2,820,4
10218,1006125,1,3,128,2,2.736138683,3.2373821859999996,9.872303324,257930,3,1,14,3,3,5,800,4
10317,1006167,3,4,139,7,1.757363673,22.779590250000002,32.32115508,7760,2,2,51,11,1,1,655,1
10413,1006214,4,3,611,5,31.06103366,20.80723227,32.39345666,14710,1,2,39,8,1,1,645,1
10461,1006240,2,5,561,4,31.00471176,49.58640459,51.05994707,1545,3,2,8,2,3,5,730,4
10496,1006256,1,1,108,2,1.305265132,0.9743203988,8.498452697000001,579720,1,1,55,12,1,1,800,1
10543,1006291,2,2,531,4,13.58759006,18.93542978,24.53230697,295,2,2,29,6,1,1,800,1
10553,1006299,3,4,304,6,0.6475968583999999,2.989905355,7.343835484,477155,2,2,45,10,1,1,800,1
10567,1006301,2,4,114,2,13.96273482,7.162485378,18.66502148,106410,3,1,11,3,3,5,715,4
10616,1006328,2,2,545,3,12.7078221,34.772778100000004,36.24632058,715,2,1,56,12,1,1,430,1
10628,1006339,5,4,130,3,2.336056433,11.01815237,16.03974414,31935,1,1,58,12,1,1,700,1
10631,1006339,5,4,130,3,2.336056433,11.01815237,16.03974414,31935,3,1,23,5,3,1,900,4
10640,1006340,2,5,524,7,7.301312702000001,32.70888991,37.939596640000005,810,1,1,46,10,1,1,645,1
10642,1006340,2,5,524,7,7.301312702000001,32.70888991,37.939596640000005,810,2,2,48,10,1,1,530,1
10648,1006340,2,5,524,7,7.301312702000001,32.70888991,37.939596640000005,810,5,1,17,4,3,1,800,4
10696,1006354,2,4,531,3,23.00316963,29.03050791,34.6273851,1280,2,1,36,8,1,1,600,1
10703,1006359,1,3,302,2,4.471091634,7.609154751,13.20603194,63575,1,2,39,8,1,2,900,1
10771,1006415,3,3,113,4,17.178440849999998,5.771848166,17.178440849999998,119240,2,1,60,13,1,1,530,1
10777,1006426,0,3,644,1,5.69348344,14.98919865,27.52446948,20335,2,1,27,6,1,2,755,1
10783,1006427,3,2,561,3,30.01399237,48.5956852,50.069227680000004,1130,2,2,52,11,1,1,620,1
10780,1006427,3,2,561,3,30.01399237,48.5956852,50.069227680000004,1130,1,1,55,12,1,1,700,1
10817,1006450,1,4,109,1,4.696563245999999,0.5732917538000001,9.334733685,669910,2,1,56,12,2,1,100,1
10819,1006450,1,4,109,1,4.696563245999999,0.5732917538000001,9.334733685,669910,3,1,23,5,1,1,720,1
10824,1006452,1,4,304,7,3.694144286,6.62633561,8.816253497,201500,2,1,33,7,1,1,700,1
10909,1006501,1,5,633,4,2.09160134,19.98601848,33.8320173,4775,1,1,29,6,1,1,700,1
10934,1006512,3,4,113,4,18.11281241,6.779579666,18.206783469999998,55695,2,2,50,11,1,1,700,1
10962,1006530,2,5,308,7,9.339984130000001,12.732322270000001,14.92224016,13085,1,2,42,9,1,1,640,1
10971,1006530,2,5,308,7,9.339984130000001,12.732322270000001,14.92224016,13085,4,2,11,3,3,5,745,4
11000,1006549,2,5,114,6,12.66216362,7.170199411,18.00083713,106410,5,2,51,11,1,1,930,1
10998,1006549,2,5,114,6,12.66216362,7.170199411,18.00083713,106410,4,1,52,11,1,1,700,1
11062,1006582,2,2,642,4,3.320397203,18.16469673,34.37728178,27555,1,2,54,11,2,1,630,1
11085,1006588,2,2,532,8,22.92666874,21.20010336,26.62822085,2915,1,2,56,12,1,1,900,1
11111,1006601,2,4,511,3,23.62911755,28.5353252,32.23747365,3805,3,1,10,3,3,5,815,4
11138,1006631,2,5,108,6,1.4221930950000001,0.7542778709000001,10.50488816,603520,3,1,9,2,3,5,645,4
11143,1006631,2,5,108,6,1.4221930950000001,0.7542778709000001,10.50488816,603520,4,2,6,2,3,5,645,4
11149,1006640,0,1,118,1,7.146925191,5.1559692880000005,13.95952385,409735,1,2,52,11,2,2,910,1
11151,1006644,0,2,111,1,6.076874973,0.7195150103,6.076874973,608225,1,2,24,5,1,2,700,1
11176,1006650,2,2,301,3,3.219139355,1.5598257329999998,6.993710283,406655,1,2,55,12,2,1,1000,1
11231,1006675,2,4,136,8,5.339733276,19.38233187,30.025952399999998,4005,2,1,62,13,1,1,700,1
11239,1006682,1,1,643,3,3.97484735,19.997250039999997,34.15379045,3065,1,1,26,6,1,1,630,1
11246,1006685,1,5,110,7,7.05769845,2.59779427,10.52471959,553980,1,1,35,8,3,1,850,4
11281,1006695,2,7,643,2,1.5890083709999998,19.130368160000003,35.342953200000004,35710,2,1,32,7,1,1,500,1
11357,1006727,2,2,521,3,13.457144490000001,22.78457944,28.01528616,6750,2,2,39,8,3,1,645,4
11365,1006737,4,4,611,3,29.189093390000004,18.93529201,30.521516390000002,18060,1,2,46,10,1,1,700,1
11410,1006759,2,5,542,6,5.550000589000001,17.44759761,19.637515500000003,2895,1,2,43,9,1,1,1000,1
11415,1006759,2,5,542,6,5.550000589000001,17.44759761,19.637515500000003,2895,3,2,13,3,3,5,830,4
11419,1006759,2,5,542,6,5.550000589000001,17.44759761,19.637515500000003,2895,5,2,5,2,3,5,730,4
11463,1006790,1,5,122,6,1.488469826,1.274007175,3.475919347,597445,3,2,11,3,3,5,745,4
11509,1006817,1,2,406,2,2.076445362,1.407153828,16.64106435,212990,1,2,67,14,2,2,900,1
11561,1006827,2,5,521,6,11.25727519,20.57660221,25.80730894,6750,3,1,7,2,3,5,800,4
11566,1006835,0,1,302,2,5.073673854,3.9721173239999996,9.568994511000001,80775,1,2,45,10,1,2,700,1
11575,1006836,1,6,120,6,0.6466305753,2.171895283,7.758973293,492830,3,2,18,4,3,1,730,4
11600,1006849,1,2,135,3,6.113383024,17.526335770000003,28.169956300000003,29610,1,2,54,11,1,1,500,1
11611,1006853,0,1,129,1,2.70440947,8.64658511,13.66817688,86610,1,2,55,12,1,1,605,1
11626,1006857,2,5,118,5,7.3876980020000005,5.722924637,15.25484297,184660,4,2,9,2,3,5,715,4
11738,1006912,1,2,661,2,3.465665711,35.298588450000004,51.5111735,12545,2,1,60,13,1,1,700,1
11744,1006916,2,2,305,2,1.3523606609999999,4.429128711000001,7.498354051000001,294300,2,1,44,9,1,1,600,1
11761,1006930,1,2,302,5,9.008202454000001,6.55900966,12.15588685,53260,1,1,73,15,2,1,615,1
11877,1006973,3,4,117,4,9.008046455,5.11281562,13.848934380000001,130970,4,2,19,4,3,1,715,4
11903,1006989,1,2,661,3,3.020701939,36.757681770000005,52.97026681,28440,1,1,33,7,1,1,800,1
11920,1006995,1,5,106,4,3.489283213,0.5311154893000001,4.84949038,715790,3,1,19,4,3,2,1700,4
11962,1007018,1,3,645,1,13.886331270000001,28.73872656,41.2739974,3120,2,1,11,3,3,5,710,4
12000,1007039,3,4,107,5,2.537212061,0.3773278437,7.176724508,789875,3,2,10,3,3,5,750,4
12006,1007043,2,4,532,4,22.79148948,21.06492409,26.49304158,14190,1,1,33,7,1,1,530,1
12095,1007091,0,2,107,4,2.1363861120000003,0.3826831616,7.456567294,810970,1,2,45,10,1,1,900,1
12097,1007091,0,2,107,4,2.1363861120000003,0.3826831616,7.456567294,810970,2,2,10,3,3,5,800,4
12102,1007097,1,4,107,3,2.4240973869999998,0.6996295391999999,7.943288229,830390,2,1,37,8,1,1,720,1
12106,1007097,1,4,107,3,2.4240973869999998,0.6996295391999999,7.943288229,830390,4,1,8,2,3,5,750,4
12112,1007101,2,4,108,4,1.8828030249999999,4.614692583,15.13262437,187020,3,2,10,3,3,5,750,4
12127,1007104,2,2,121,5,1.6925057099999998,0.5039205236000001,5.2937179059999995,752195,2,1,23,5,3,1,1100,4
12129,1007104,2,2,121,5,1.6925057099999998,0.5039205236000001,5.2937179059999995,752195,2,1,23,5,3,1,1930,4
12136,1007115,1,2,404,2,6.039228649,8.326480609,23.99673579,52845,2,2,66,14,2,1,800,1
12235,1007163,2,3,117,3,9.380401388000001,5.131725857,13.73516666,206765,3,1,19,4,3,1,810,1
12304,1007207,4,2,662,3,14.14819563,46.79920394,63.01178898,215,1,1,52,11,1,1,500,1
12306,1007207,4,2,662,3,14.14819563,46.79920394,63.01178898,215,2,2,48,10,1,1,700,1
12316,1007214,2,4,129,3,2.382065483,8.188504685,13.21009646,34765,4,1,12,3,3,5,830,4
12339,1007240,5,4,134,2,7.571313362,19.14877676,29.70720506,645,1,2,20,5,1,1,640,1
12448,1007319,4,4,108,6,2.189360619,4.921250177,15.43918197,187020,3,2,21,5,3,1,930,4
12483,1007330,2,5,623,4,23.43722335,24.41011374,34.372120009999996,5655,3,2,12,3,3,5,930,4
12515,1007339,0,4,109,2,5.463900748,1.340629256,10.10207119,589195,4,1,40,9,1,2,715,1
12594,1007389,0,3,119,1,0.5311282199,1.99757779,10.67493436,664605,1,1,32,7,1,2,830,1
12699,1007459,1,4,128,4,3.023340956,3.130567751,10.227217430000001,257925,3,2,17,4,3,1,700,4
12800,1007539,2,2,117,3,8.987821685,3.638790559,13.07175782,347220,2,2,35,8,1,1,730,1
12841,1007568,0,3,105,1,2.2921584750000004,0.6705248543,7.165697543,618850,2,2,49,10,1,2,800,1
12838,1007568,0,3,105,1,2.2921584750000004,0.6705248543,7.165697543,618850,1,2,23,5,3,2,830,4
12902,1007599,1,3,302,2,3.793160613,5.767804559,11.364681749999999,55545,3,1,6,2,3,5,810,4
12904,1007601,2,3,406,4,2.750942626,0.8027934027,12.548222149999999,309630,1,1,43,9,1,1,720,1
12910,1007601,2,3,406,4,2.750942626,0.8027934027,12.548222149999999,309630,3,1,11,3,3,5,730,4
12916,1007604,3,4,541,7,9.229105737,21.58177565,23.77169353,465,1,1,31,7,1,1,650,1
12938,1007615,3,3,307,6,3.476863003,5.4893611369999995,9.897236231,296005,2,1,51,11,1,1,550,1
12950,1007618,2,4,118,2,8.787376432999999,7.099801186,15.60536991,147155,3,2,14,3,3,5,730,4
12958,1007630,1,3,107,2,1.9079076130000001,0.8564191032,8.152086386,692810,2,2,37,8,1,1,900,4
12964,1007635,1,2,511,7,29.071133969999998,35.02939142,38.73153987,22215,1,2,35,8,3,1,1630,4
12993,1007658,1,2,110,3,5.573132039,2.1328592939999997,6.844274296,566830,1,1,30,7,1,1,630,1
13050,1007683,1,1,127,3,9.977242930000001,12.31091599,13.784458469999999,350760,1,1,62,13,1,1,815,1
13079,1007696,3,6,404,1,6.165724516999999,8.032690951,23.05097018,53920,6,2,14,3,3,5,900,4
13072,1007696,3,6,404,1,6.165724516999999,8.032690951,23.05097018,53920,2,2,53,11,1,1,1400,1
13092,1007715,0,1,302,2,3.859449928,4.861812905,10.45869009,65935,1,2,60,13,1,2,800,1
13103,1007718,2,4,108,7,2.7131085280000002,1.048335163,11.06290713,739490,4,1,13,3,3,5,800,4
13113,1007722,2,4,633,7,3.8711779849999997,21.05958545,34.90558428,4775,2,2,32,7,1,1,700,1
13170,1007755,2,3,406,5,3.2927563,1.7373179680000002,17.85737529,212990,2,2,55,12,1,1,615,1
13184,1007761,2,3,102,7,1.12628576,0.6190799352,1.689932594,718185,3,1,6,2,3,5,800,4
13270,1007859,2,4,105,6,1.651151296,0.475872719,5.507961101,754035,3,1,13,3,3,5,730,4
13285,1007868,0,4,114,8,12.40129493,8.000003557,18.92819097,106410,2,1,46,10,1,2,630,1
13362,1007916,2,2,544,2,2.69012055,20.89616759,22.36971007,10995,1,2,45,10,1,1,700,1
13366,1007920,1,2,110,2,5.121702065,1.334516896,9.108801644,596075,1,2,55,12,2,1,1045,1
13377,1007922,2,5,511,3,26.060486389999998,30.96669404,34.66884249,10105,1,2,39,8,1,1,800,1
13424,1007942,2,5,645,6,14.483544610000001,29.3359399,41.87121073,3120,4,2,11,3,3,5,730,4
13427,1007943,2,2,307,3,4.8096815699999995,8.523872425,12.67460146,181315,1,2,51,11,2,1,745,1
13433,1007951,2,2,130,4,1.508421628,12.04956733,17.28716453,31935,2,1,29,6,1,1,400,1
13475,1007978,2,2,301,2,3.3125005809999997,2.551374582,8.128604242,492775,2,2,50,11,1,1,800,1
13585,1008045,3,4,531,3,18.51012285,24.53746113,30.134338319999998,1280,4,1,46,10,1,1,1630,1
13653,1008078,2,3,119,5,2.8276126720000003,3.218791433,13.886516879999999,131840,1,2,48,10,1,1,700,1
13698,1008108,2,5,523,3,2.996452869,26.96388826,32.194594980000005,5190,3,1,5,2,3,5,740,4
13692,1008108,2,5,523,3,2.996452869,26.96388826,32.194594980000005,5190,1,1,30,7,1,1,730,1
13702,1008110,2,4,511,2,30.38751255,35.29372019,38.99586864,16095,1,2,49,10,1,1,730,1
13737,1008123,2,2,542,7,8.183220317,13.858719240000001,16.04863713,4410,2,1,60,13,4,1,1000,1
13748,1008129,2,4,114,2,13.5067524,7.72675543,19.22929154,74480,3,1,22,5,2,1,2245,1
13749,1008129,2,4,114,2,13.5067524,7.72675543,19.22929154,74480,4,1,16,4,3,2,730,4
13775,1008151,2,4,117,4,8.789849409,3.766012765,13.12900894,347220,2,1,40,9,1,1,600,1
13810,1008164,3,4,114,6,16.1572386,9.755288231,21.341512610000002,51880,4,1,16,4,3,2,710,4
13864,1008186,1,2,406,3,2.2455927040000003,0.7930527539,16.81021169,689550,2,2,41,9,1,1,820,1
13875,1008196,1,2,110,7,5.959983842,2.196339836,7.743258319,630710,2,2,56,12,1,1,730,1
13896,1008205,0,1,112,7,8.942848846999999,1.046003504,10.12050108,539280,1,2,65,14,2,2,730,1
13908,1008206,3,4,642,4,1.876535863,14.93704117,31.149626209999997,32680,3,1,21,5,3,1,1800,1
13933,1008219,2,2,545,3,13.147194299999999,35.212150300000005,36.68569278,715,2,2,50,11,1,1,830,1
14058,1008283,3,3,521,6,13.18427583,22.503602859999997,27.73430958,6750,3,1,19,4,3,1,700,4
14116,1008347,0,2,112,1,8.679312135,2.110508706,11.499565339999998,539280,2,1,57,12,1,1,630,1
14129,1008351,1,2,406,2,3.7010178369999998,7.21984642,19.755117249999998,44830,2,1,65,14,1,1,700,1
14156,1008365,1,4,119,8,0.9294539843999999,1.802435574,12.38499788,431630,2,2,22,5,3,2,800,4
14191,1008383,1,4,307,2,5.304646062,11.96969198,16.77766428,29375,4,1,11,3,3,5,800,4
14217,1008393,1,4,404,1,3.982435976,9.587259063,25.80099338,87955,3,2,7,2,3,5,730,4
14262,1008403,1,2,632,1,1.609459867,18.923352169999998,32.76935099,17895,1,2,39,8,1,1,800,1
14335,1008442,3,4,623,2,17.75580759,21.26369468,31.29635036,25595,4,2,17,4,3,2,900,4
14338,1008446,2,2,108,6,1.4972890849999998,3.1259845719999997,13.23196383,91640,2,1,49,10,1,1,600,1
14346,1008447,1,4,307,2,2.9186306330000003,9.581045995,13.990796210000001,69650,2,1,11,3,3,5,645,4
14363,1008456,1,3,117,8,7.647754721999999,3.482370595,12.285925160000001,186405,2,1,14,3,3,5,800,4
14378,1008461,0,1,121,1,3.039126177,1.295843122,3.039126177,669620,1,1,53,11,2,1,1053,1
14380,1008461,0,1,121,1,3.039126177,1.295843122,3.039126177,669620,1,1,53,11,2,1,1500,1
14469,1008520,1,5,406,4,0.4526184487,0.4636872444,14.65533016,617210,1,2,34,7,1,1,630,1
14475,1008520,1,5,406,4,0.4526184487,0.4636872444,14.65533016,617210,2,1,31,7,1,1,720,1
14484,1008527,1,2,106,2,3.9732417260000004,0.49277195189999995,3.9732417260000004,799800,2,1,58,12,1,1,700,1
14516,1008545,3,4,523,3,4.391864361,28.45940402,33.690110739999994,11350,2,1,42,9,1,1,630,1
14545,1008552,2,5,511,3,23.112927980000002,28.80120249,31.72128408,0,5,1,5,2,3,5,630,4
14541,1008552,2,5,511,3,23.112927980000002,28.80120249,31.72128408,0,3,2,13,3,3,5,700,4
14535,1008552,2,5,511,3,23.112927980000002,28.80120249,31.72128408,0,1,2,37,8,1,1,545,1
14547,1008553,0,1,111,2,5.876664,0.5594079564,5.876664,608225,1,2,29,6,1,1,1130,1
14606,1008582,1,5,117,2,7.794924545,2.332269776,10.88810389,318570,1,1,58,12,1,1,558,1
14660,1008604,2,4,302,4,4.259358709,7.866575254000001,13.46345244,63575,1,2,50,11,1,1,705,1
14704,1008627,1,5,105,6,1.497247395,1.2067748939999998,6.1403406480000005,657105,1,1,52,11,1,1,830,1
14724,1008628,2,4,109,2,6.86378823,2.6984041029999997,11.50195867,491075,3,2,17,4,3,2,730,4
14721,1008628,2,4,109,2,6.86378823,2.6984041029999997,11.50195867,491075,1,1,37,8,1,1,620,1
14797,1008691,1,1,511,3,30.27565591,36.233913359999995,39.93606181,22070,1,1,52,11,1,1,1230,1
14839,1008708,1,1,643,2,3.731686877,21.74638123,37.95896627,31725,1,2,44,9,1,1,710,1
14892,1008729,1,2,131,6,0.2537389568,14.23402211,22.31942272,99045,1,1,40,9,1,1,850,1
14951,1008753,2,2,310,4,2.6139231030000003,17.1103567,22.34106343,30505,2,2,49,10,1,1,700,1
15106,1008817,1,4,120,7,1.702367266,1.051142665,8.533060913,635400,1,1,46,10,1,1,1230,1
